[ 5.16981621e-08  5.03510868e-08  3.85299992e-04 -1.70860193e-03],[ 5.03510868e-08  1.49756779e-07  1.71039802e-03  1.60998409e-03],[ 3.85299992e-04  1.71039802e-03  2.65134766e+01  3.44583525e+01],[-1.70860193e-03  1.60998409e-03  3.44583525e+01  1.67820899e+03]
[ 1.21177136e-07  2.77658363e-09 -1.00116345e-04 -2.64427999e-03],[ 2.77658363e-09  1.63458914e-07  2.09055453e-04  1.53212474e-03],[-1.00116345e-04  2.09055453e-04  1.61694139e+00  5.75141468e-01],[-2.64427999e-03  1.53212474e-03  5.75141468e-01  2.51228162e+02]
[ 1.97888721e-07 -1.22578559e-08 -1.10495837e-04 -2.91459351e-03],[-1.22578559e-08  2.33104348e-07  5.56690109e-05  4.21789202e-04],[-1.10495837e-04  5.56690109e-05  1.89803839e+00 -6.23420843e-01],[-2.91459351e-03  4.21789202e-04 -6.23420843e-01  2.07889249e+02]
[ 2.34528286e-07 -1.06114152e-08 -5.32170015e-06 -1.25710069e-03],[-1.06114152e-08  1.61054452e-07  6.41463197e-06  5.16204397e-05],[-5.32170015e-06  6.41463197e-06  1.14341664e+00 -6.07677681e-01],[-1.25710069e-03  5.16204397e-05 -6.07677681e-01  1.29940032e+02]
[ 2.34879371e-07 -1.54184694e-08  2.32349939e-05  4.54670799e-04],[-1.54184694e-08  2.31694692e-07  2.75248826e-06  6.99259071e-05],[ 2.32349939e-05  2.75248826e-06  1.00257912e+00 -5.06686318e-01],[ 4.54670799e-04  6.99259071e-05 -5.06686318e-01  1.09797473e+02]
[ 2.04223654e-07 -1.17183916e-08  4.54071352e-05  1.45802797e-03],[-1.17183916e-08  1.63132699e-07 -7.23017357e-06  1.58134913e-04],[ 4.54071352e-05 -7.23017357e-06  9.99163731e-01 -3.40545253e-02],[ 1.45802797e-03  1.58134913e-04 -3.40545253e-02  1.12190296e+02]
[ 1.43437794e-07 -1.58272630e-08  4.19246531e-05  1.40009307e-03],[-1.58272630e-08  1.59822105e-07 -7.30492418e-06  1.93311534e-04],[ 4.19246531e-05 -7.30492418e-06  9.45762640e-01  1.72540626e-01],[ 1.40009307e-03  1.93311534e-04  1.72540626e-01  1.03064473e+02]
[ 9.69875913e-08 -2.74823530e-08  3.26198188e-05  8.92562301e-04],[-2.74823530e-08  2.31618844e-07 -2.08127908e-05  4.01664687e-04],[ 3.26198188e-05 -2.08127908e-05  9.12842753e-01  1.31861192e-01],[ 8.92562301e-04  4.01664687e-04  1.31861192e-01  8.12944210e+01]
[ 6.80730567e-08 -2.46891381e-08  2.88974418e-05  6.00305823e-04],[-2.46891381e-08  1.61135043e-07 -7.25983078e-05  4.97984354e-04],[ 2.88974418e-05 -7.25983078e-05  1.20196873e+00 -1.86185953e-01],[ 6.00305823e-04  4.97984354e-04 -1.86185953e-01  8.76494254e+01]
[ 5.16084045e-08 -3.29309770e-08 -2.93786559e-05  4.71526130e-04],[-3.29309770e-08  1.59953826e-07 -1.83515800e-04  6.62919620e-04],[-2.93786559e-05 -1.83515800e-04  3.21289380e+00 -1.74849803e+00],[ 4.71526130e-04  6.62919620e-04 -1.74849803e+00  8.16258791e+01]
[ 4.86214619e-08 -6.87534019e-08 -5.44251793e-05  7.90177446e-05],[-6.87534019e-08  2.31663677e-07 -2.93971890e-04  1.19263290e-03],[-5.44251793e-05 -2.93971890e-04  7.36673426e+00 -2.16489647e+00],[ 7.90177446e-05  1.19263290e-03 -2.16489647e+00  8.71784460e+01]
[ 4.63824137e-08 -6.31997945e-08  3.13294734e-05 -2.24182596e-05],[-6.31997945e-08  1.60331097e-07 -2.95114690e-04  3.41640337e-04],[ 3.13294734e-05 -2.95114690e-04  4.53581183e+00  9.46470295e-01],[-2.24182596e-05  3.41640337e-04  9.46470295e-01  7.38953868e+01]
[ 4.82732606e-08 -8.33827146e-08  5.41041643e-05  5.24249404e-04],[-8.33827146e-08  2.31735884e-07 -1.19387967e-04 -6.95952231e-04],[ 5.41041643e-05 -1.19387967e-04  9.00462064e-01  5.54012388e-01],[ 5.24249404e-04 -6.95952231e-04  5.54012388e-01  8.35844779e+01]
[ 2.39178177e-08 -4.73984409e-08  1.91981081e-05  4.63965852e-04],[-4.73984409e-08  1.60482103e-07 -1.55729419e-05 -5.33039769e-04],[ 1.91981081e-05 -1.55729419e-05  5.61866750e-01  5.15560728e-01],[ 4.63965852e-04 -5.33039769e-04  5.15560728e-01  9.21764229e+01]
[ 1.36337846e-08 -3.90589082e-08  3.29734807e-06  2.74423857e-04],[-3.90589082e-08  1.60811153e-07  6.78337292e-06 -5.24307290e-04],[ 3.29734807e-06  6.78337292e-06  4.31898271e-01  2.22368914e-01],[ 2.74423857e-04 -5.24307290e-04  2.22368914e-01  7.60211375e+01]
[ 8.16002653e-09 -3.86398466e-08  2.36269141e-06  2.98675573e-04],[-3.86398466e-08  2.31877762e-07 -1.71175511e-05 -1.44055577e-03],[ 2.36269141e-06 -1.71175511e-05  3.85133764e-01  4.05431957e-01],[ 2.98675573e-04 -1.44055577e-03  4.05431957e-01  8.72211746e+01]
[ 1.17488180e-08 -5.05675375e-08  8.75288454e-05  3.28512668e-04],[-5.05675375e-08  3.17780950e-07 -1.24329044e-03 -8.62484534e-03],[ 8.75288454e-05 -1.24329044e-03  1.09325252e+01  1.04081245e+02],[ 3.28512668e-04 -8.62484534e-03  1.04081245e+02  2.51285174e+03]
